Label,Tweet_ID,Tweet,Screen_Name,Description,User_Location,Time,Geo_Enabled,Place,Lat,Long
,1049737949296898048,New review: Johnny Gruesome. https://t.co/PymLeluMqt From @GregLamberson and @uncorkdent,_radiantradish_,"Film/music reviews, Nashville radio show, DIY label, etc.","Nashville, TN",2018-10-09 14:06:44,False,,,
,1049440776437022723,Check out the new @CaperClowns album! https://t.co/VILjaROEsf,_radiantradish_,"Film/music reviews, Nashville radio show, DIY label, etc.","Nashville, TN",2018-10-08 18:25:53,False,,,
